_id,school,shirt,demographic,first,year,age,gender,major,conduct,status,going,checked,door,dietary,probable,created
{'$oid': '59b5a142b01823d838e83ac9'},Kent State University,XL,True,False,Other,24.0,Male,Computer Science,True,approved,True,False,False,"['Vegetarian,Gluten Free']",True,{'$date': '2017-09-10T20:32:02.992Z'}
{'$oid': '59b5a6eeb01823d838e83acd'},Ucsd,M,True,False,Other,23.0,Prefer Not To Say,Computer science ,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-10T20:56:14.212Z'}
{'$oid': '59b5a969b01823d838e83ad1'},Westview High School,L,True,False,High Schooler,16.0,Male,,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-10T21:06:49.560Z'}
{'$oid': '59b5aa96b01823d838e83ad5'},University of Waterloo,S,True,True,Sophomore,19.0,LGBT,Computer SCience,True,approved,False,False,False,['Gluten Free'],False,{'$date': '2017-09-10T21:11:50.932Z'}
{'$oid': '59b5aba5b01823d838e83ad9'},University of Pennsylvania,S,True,False,Sophomore,19.0,Female,Computer Science and Linguistics,True,approved,False,False,False,[],False,{'$date': '2017-09-10T21:16:21.052Z'}
{'$oid': '59b5b88ab01823d838e83add'},North Carolina State University,L,True,False,Graduate Student,21.0,Male,Computer Science,True,approved,False,False,False,"['Vegetarian,Vegan']",False,{'$date': '2017-09-10T22:11:22.835Z'}
{'$oid': '59b5bbeeb01823d838e83ae1'},"University of California, Riverside",S,True,False,Senior,21.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-10T22:25:50.830Z'}
{'$oid': '59b5c37cb01823d838e83ae5'},"North Carolina State Univesity, Raleigh",M,True,False,Graduate Student,24.0,Male,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-10T22:58:04.369Z'}
{'$oid': '59b5e17df88712004e0c2cfc'},University of Wisconsin - Madison,S,True,False,Sophomore,19.0,female,Computer Engineering && Math,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-11T01:06:05.563Z'}
{'$oid': '59b5f81ef88712004e0c2d04'},The University of Akron,L,True,False,Junior,20.0,Male,Electrical and Computer Engineering,True,approved,True,True,False,[],False,{'$date': '2017-09-11T02:42:38.606Z'}
{'$oid': '59b5f8faf88712004e0c2d07'},North Carolina State University,S,True,True,Graduate Student,26.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-11T02:46:18.508Z'}
{'$oid': '59b5f9cdf88712004e0c2d0b'},North Carolina State University,L,True,True,Graduate Student,21.0,Male,Computer Science,True,approved,False,False,False,['Vegan'],False,{'$date': '2017-09-11T02:49:49.516Z'}
{'$oid': '59b60091f88712004e0c2d11'},NC State,L,True,False,Graduate Student,23.0,Female,Computer science ,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-11T03:18:41.902Z'}
{'$oid': '59b61651f88712004e0c2d17'},"University at Buffalo, SUNY",L,True,False,Graduate Student,23.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-11T04:51:29.391Z'}
{'$oid': '59b62addf88712004e0c2d19'},North Carolina State University,L,True,True,Graduate Student,22.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-11T06:19:09.549Z'}
{'$oid': '59b62db1f88712004e0c2d1d'},University of California- Los Angeles (UCLA),S,True,False,Senior,21.0,Female,Statistics,True,approved,False,False,False,[''],False,{'$date': '2017-09-11T06:31:13.637Z'}
{'$oid': '59b6887776d54b065a45b95a'},Case Western Reserve University (Alum),XL,True,False,Other,27.0,Other,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-11T12:58:31.483Z'}
{'$oid': '59b6943276d54b065a45b95e'},St. Bonaventure University,L,True,False,Junior,20.0,Male,Bioinformatics,True,approved,True,True,False,[],False,{'$date': '2017-09-11T13:48:34.030Z'}
{'$oid': '59b6cb5d76d54b065a45b968'},YSU,L,True,False,Sophomore,40.0,Male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2017-09-11T17:43:57.445Z'}
{'$oid': '59b6d0a776d54b065a45b978'},Youngstown State,L,True,False,Junior,21.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-11T18:06:31.730Z'}
{'$oid': '59b6d1c376d54b065a45b97c'},Youngstown State University,XL,True,False,Sophomore,34.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-11T18:11:15.743Z'}
{'$oid': '59b6d28176d54b065a45b97e'},Youngstown State University ,L,True,False,Freshman,18.0,Male,Computer science ,True,approved,False,False,False,[''],False,{'$date': '2017-09-11T18:14:25.585Z'}
{'$oid': '59b6da7b76d54b065a45b982'},Kent State University,M,True,False,Junior,20.0,Female,Digital Sciences,True,approved,True,True,False,[],False,{'$date': '2017-09-11T18:48:27.353Z'}
{'$oid': '59b7016f340ed9906ca57fe3'},Kent State University Trumbull,XXL,True,True,Junior,44.0,Female,Computer Forensics and Security,True,approved,False,False,False,['Gluten Free'],False,{'$date': '2017-09-11T21:34:39.675Z'}
{'$oid': '59b70c19340ed9906ca57fe7'},Penn State Behrend,S,True,True,Freshman,18.0,Female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-11T22:20:09.543Z'}
{'$oid': '59b72060340ed9906ca57feb'},University at Buffalo,XL,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-11T23:46:40.763Z'}
{'$oid': '59b7256e340ed9906ca57fef'},University of Akron,L,True,False,Sophomore,19.0,Male,Computer Engineering,True,approved,True,True,False,[],True,{'$date': '2017-09-12T00:08:14.584Z'}
{'$oid': '59b73e5a340ed9906ca57ff7'},University at Buffalo,L,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-12T01:54:34.522Z'}
{'$oid': '59b73fd5340ed9906ca57ffb'},Case Western,L,True,True,Junior,20.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-12T02:00:53.554Z'}
{'$oid': '59b74066340ed9906ca57fff'},Florida International University,S,True,False,Sophomore,20.0,Female,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-12T02:03:18.718Z'}
{'$oid': '59b74232340ed9906ca58001'},Kent State University,M,True,False,Senior,21.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-12T02:10:58.875Z'}
{'$oid': '59b753f4340ed9906ca58005'},Tri-C,XL,True,True,Sophomore,19.0,Female,IDK you tell me,True,approved,False,False,False,[''],False,{'$date': '2017-09-12T03:26:44.629Z'}
{'$oid': '59b75c1d340ed9906ca58009'},Georgia Institute of Technology,L,True,False,Sophomore,20.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-12T04:01:33.468Z'}
{'$oid': '59b76d4b340ed9906ca5800d'},Youngstown State University ,XXL,True,True,Junior,26.0,Male,Network/Information Technology,True,approved,False,False,False,[''],False,{'$date': '2017-09-12T05:14:51.322Z'}
{'$oid': '59b775eb340ed9906ca58011'},"University of Maryland, College Park",S,True,False,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-12T05:51:39.000Z'}
{'$oid': '59b7e993340ed9906ca58015'},University of Cincinnati,L,True,False,Junior,21.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-12T14:05:07.402Z'}
{'$oid': '59b7ff70340ed9906ca5801a'},Rensselaer Polytechnic Institute,M,True,False,Senior,20.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-12T15:38:24.477Z'}
{'$oid': '59b81987340ed9906ca58020'},University at Buffalo,XL,True,True,Junior,28.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-12T17:29:43.135Z'}
{'$oid': '59b81b2e340ed9906ca58024'},University at Buffalo,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-12T17:36:46.710Z'}
{'$oid': '59b81b3c340ed9906ca58026'},University at Buffalo,M,True,False,Junior,20.0,Prefer Not To Say,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-12T17:37:00.833Z'}
{'$oid': '59b82067340ed9906ca5802a'},University at Buffalo,M,True,True,Freshman,17.0,Male,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-12T17:59:03.385Z'}
{'$oid': '59b84c53340ed9906ca58035'},Anna University,M,True,False,Senior,21.0,Other,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-12T21:06:27.857Z'}
{'$oid': '59b85552340ed9906ca5803a'},Kent State University,L,True,True,Other,25.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-12T21:44:50.298Z'}
{'$oid': '59b864a6340ed9906ca58042'},Columbia University,S,True,True,Graduate Student,23.0,Female,Applied Analytics,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-12T22:50:14.386Z'}
{'$oid': '59b865e6340ed9906ca58044'},Kent State University,S,True,True,Senior,22.0,Female,Digital Science,True,approved,True,True,False,[],False,{'$date': '2017-09-12T22:55:34.837Z'}
{'$oid': '59b87a27340ed9906ca5804e'},Case Western Reserve University,M,True,False,Senior,21.0,Female,Electrical and Computer Engineering,True,approved,False,True,False,[''],False,{'$date': '2017-09-13T00:21:59.294Z'}
{'$oid': '59b892f6340ed9906ca5805a'},kent state university,M,True,True,Graduate Student,21.0,Male,computer science,True,approved,False,True,False,['Vegetarian'],False,{'$date': '2017-09-13T02:07:50.397Z'}
{'$oid': '59b89498340ed9906ca5805e'},Kent State University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,True,True,False,['Other'],False,{'$date': '2017-09-13T02:14:48.879Z'}
{'$oid': '59b93c77340ed9906ca58064'},Kent State University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,False,True,False,['Vegetarian'],False,{'$date': '2017-09-13T14:11:03.473Z'}
{'$oid': '59b94800340ed9906ca58068'},KSU,L,True,True,Freshman,18.0,Male,CDAG,True,approved,False,True,False,[],False,{'$date': '2017-09-13T15:00:16.974Z'}
{'$oid': '59b95d2e340ed9906ca5806c'},Cleveland State University,S,True,True,Graduate Student,25.0,Female,Biomedical Engineering,True,approved,True,True,False,['Kosher'],False,{'$date': '2017-09-13T16:30:38.609Z'}
{'$oid': '59b96a29340ed9906ca58072'},Kent,M,True,False,Senior,23.0,Dude,Computer Science,True,approved,True,True,False,[],True,{'$date': '2017-09-13T17:26:01.694Z'}
{'$oid': '59b97524340ed9906ca58076'},University of Oklahoma,XL,True,True,Senior,20.0,Female,Management Information Systems,True,approved,False,False,False,[],False,{'$date': '2017-09-13T18:12:52.742Z'}
{'$oid': '59b993f3340ed9906ca58082'},Cleveland State University,M,True,True,Junior,22.0,Male,Computer Engineering,True,approved,True,False,False,[],False,{'$date': '2017-09-13T20:24:19.592Z'}
{'$oid': '59b9abc8d147414e659c596b'},kent state university,L,True,True,Graduate Student,25.0,Male,computer science,True,approved,True,False,False,['Vegan'],True,{'$date': '2017-09-13T22:06:00.162Z'}
{'$oid': '59b9ce61d147414e659c5976'},Kent State University,L,True,False,Junior,20.0,Male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2017-09-14T00:33:37.463Z'}
{'$oid': '59b9da98d147414e659c597a'},Kent State University,M,True,False,Sophomore,19.0,Female,Earth Science,True,approved,True,False,False,[],True,{'$date': '2017-09-14T01:25:44.280Z'}
{'$oid': '59b9e43dd147414e659c597c'},university of maryland,M,True,False,Junior,26.0,male,Computer Science ,True,approved,True,False,False,['Other'],False,{'$date': '2017-09-14T02:06:53.415Z'}
{'$oid': '59b9fc26d147414e659c5981'},NCSU,M,True,True,Graduate Student,23.0,Female,Computer Networking - CS,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-14T03:48:54.287Z'}
{'$oid': '59b9fe8ad147414e659c5985'},Purdue University,S,True,False,Freshman,18.0,Female,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-14T03:59:06.332Z'}
{'$oid': '59ba2c6dd147414e659c5989'},Purdue University,M,True,False,Sophomore,18.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-14T07:14:53.373Z'}
{'$oid': '59ba33d9d147414e659c598d'},Washington University in St. Louis,L,True,False,Sophomore,19.0,Male,Computer Engineering,True,approved,True,False,False,[],False,{'$date': '2017-09-14T07:46:33.668Z'}
{'$oid': '59baebc8d147414e659c599a'},Kent State University,M,True,True,Freshman,18.0,Male,Computer Science,True,pending,False,False,False,[''],False,{'$date': '2017-09-14T20:51:20.754Z'}
{'$oid': '59baf524d147414e659c599e'},Youngstown State University,S,True,True,Freshman,19.0,Male,Computer Science,True,approved,True,True,False,['Other'],False,{'$date': '2017-09-14T21:31:16.952Z'}
{'$oid': '59bb0836d147414e659c59a6'},The University of Akron,M,True,False,Junior,20.0,Male,Computer Engineering,True,approved,True,False,False,[],True,{'$date': '2017-09-14T22:52:38.008Z'}
{'$oid': '59bb152bd147414e659c59ab'},Ohio State University,S,True,False,Senior,22.0,Female,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-14T23:47:55.157Z'}
{'$oid': '59bb1716d147414e659c59af'},University at Buffalo,S,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-14T23:56:06.183Z'}
{'$oid': '59bb2b1dd147414e659c59b3'},University at Buffalo,L,True,False,Junior,20.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-15T01:21:33.492Z'}
{'$oid': '59bb3045d147414e659c59b7'},Kent State University,XXL,True,True,Freshman,24.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-15T01:43:33.713Z'}
{'$oid': '59bb3c15d147414e659c59bb'},University of Wisconsin - Madison,S,True,True,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-15T02:33:57.495Z'}
{'$oid': '59bc39cfd147414e659c59cb'},OSU,XL,True,False,Senior,27.0,Female,CSE,True,approved,True,False,False,[],False,{'$date': '2017-09-15T20:36:31.657Z'}
{'$oid': '59bc7898d147414e659c59cf'},Kent State University,L,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-16T01:04:24.590Z'}
{'$oid': '59bc7d1fd147414e659c59d3'},College of Wooster,M,True,False,Freshman,20.0,Male,Computer Science and English Double Major,True,approved,False,False,False,[''],False,{'$date': '2017-09-16T01:23:43.490Z'}
{'$oid': '59bd53c7d147414e659c59d7'},University At Buffalo,M,True,False,Sophomore,18.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-16T16:39:35.140Z'}
{'$oid': '59bd56f4d147414e659c59db'},University at Buffalo (UB),L,True,False,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-16T16:53:08.639Z'}
{'$oid': '59bd8df14253e4c70637048d'},University of Akron,S,True,False,Junior,20.0,Female,Computer Engineering,True,approved,False,True,False,['Vegetarian'],False,{'$date': '2017-09-16T20:47:45.830Z'}
{'$oid': '59bd93b54253e4c706370491'},University at Buffalo,L,True,False,Sophomore,19.0,Male,Computer science,True,approved,True,False,False,['Gluten Free'],False,{'$date': '2017-09-16T21:12:21.560Z'}
{'$oid': '59bd9b3d4253e4c706370495'},Howard University,M,True,False,Junior,20.0,Female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-16T21:44:29.927Z'}
{'$oid': '59bdb7bf4253e4c706370499'},Indiana U-Purdue U Fort Wayne,XL,True,False,Junior,21.0,Male,Computer Engineering,True,approved,False,True,False,[''],False,{'$date': '2017-09-16T23:46:07.506Z'}
{'$oid': '59bdbc004253e4c70637049d'},Georgia Institute of Technology,M,True,False,Freshman,18.0,Male,CS,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-17T00:04:16.744Z'}
{'$oid': '59bdc3a24253e4c7063704a1'},Kent State,M,True,False,Senior,23.0,Prefer Not To Say,Computer Science and Visual Journalism,True,approved,False,False,False,[''],False,{'$date': '2017-09-17T00:36:50.901Z'}
{'$oid': '59bdcba14253e4c7063704a5'},Earlham College,M,True,False,Junior,20.0,Female,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-17T01:10:57.538Z'}
{'$oid': '59bde03b4253e4c7063704b3'},University at Buffalo,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-17T02:38:51.180Z'}
{'$oid': '59bde3604253e4c7063704b7'},Purdue UNiversity,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-17T02:52:16.417Z'}
{'$oid': '59be06b54253e4c7063704be'},Purdue University,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-17T05:23:01.337Z'}
{'$oid': '59beaf134253e4c7063704c2'},oakland University,M,True,False,Senior,22.0,Male,Computer Enigneering,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-17T17:21:23.251Z'}
{'$oid': '59bee4664253e4c7063704c7'},Harold M. Brathwaite S.S,S,True,True,High Schooler,17.0,Male,,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-17T21:08:54.175Z'}
{'$oid': '59bf0e2d4253e4c7063704cd'},Youngstown State University,XXL,True,False,Senior,29.0,Female,forensic science ,True,approved,True,True,False,['Other'],False,{'$date': '2017-09-18T00:07:09.189Z'}
{'$oid': '59bf440d4253e4c7063704d1'},Saint Louis Priory School,M,True,False,High Schooler,16.0,Male,,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-18T03:57:01.178Z'}
{'$oid': '59bfab164253e4c7063704d5'},Temple University,L,True,False,Graduate Student,25.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-18T11:16:38.288Z'}
{'$oid': '59bfc6034253e4c7063704d9'},The University of Akron,L,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-18T13:11:31.518Z'}
{'$oid': '59bfdc9e4253e4c7063704dd'},University at Buffalo,M,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-18T14:47:58.240Z'}
{'$oid': '59c00ebc4253e4c7063704e9'},Purdue University,S,True,False,Sophomore,19.0,Female,Computer Science and Mathematics,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-18T18:21:48.659Z'}
{'$oid': '59c00f0d4253e4c7063704eb'},Purdue University,S,True,False,Sophomore,18.0,Female,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-18T18:23:09.146Z'}
{'$oid': '59c049f94253e4c7063704f3'},Franciscan University of Steubenville,M,True,True,Senior,21.0,female,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-18T22:34:33.795Z'}
{'$oid': '59c0575b4253e4c7063704f7'},Franciscan University of Steubenville,M,True,True,Senior,21.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-18T23:31:39.317Z'}
{'$oid': '59c071ac4253e4c706370501'},University of Waterloo,S,True,True,Freshman,18.0,Female,Software Engineering,True,approved,False,False,False,[''],False,{'$date': '2017-09-19T01:23:56.187Z'}
{'$oid': '59c076414253e4c706370503'},Penn State Behrend,S,True,True,Junior,19.0,Female,Computer Engineering,True,approved,True,False,False,[],False,{'$date': '2017-09-19T01:43:29.769Z'}
{'$oid': '59c080594253e4c706370509'}, Youngstown State University,M,True,True,Freshman,19.0,Male,Computer Science,True,approved,False,True,False,['Other'],False,{'$date': '2017-09-19T02:26:33.003Z'}
{'$oid': '59c08f4d4253e4c70637050d'},Bloomfield Hills High School,M,True,False,High Schooler,15.0,Male,High School,True,approved,False,False,False,[''],False,{'$date': '2017-09-19T03:30:21.321Z'}
{'$oid': '59c0a4bf4253e4c706370511'},State University of New York at Buffalo,L,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-19T05:01:51.848Z'}
{'$oid': '59c0c92c4253e4c706370519'},University of Texas at Dallas,L,True,False,Senior,21.0,Male,Computer Science,True,approved,False,False,False,['Vegan'],False,{'$date': '2017-09-19T07:37:16.503Z'}
{'$oid': '59c0d0914253e4c70637051d'},San Diego State University,L,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-19T08:08:49.164Z'}
{'$oid': '59c1263f4253e4c706370521'},"G.B. Pant Engineering College, Pauri",L,True,False,Freshman,21.0,Male,COmputer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-19T14:14:23.287Z'}
{'$oid': '59c1270d4253e4c706370528'},University at Buffalo,M,True,False,Sophomore,19.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-19T14:17:49.281Z'}
{'$oid': '59c127894253e4c70637052a'},Case Western reserve,M,True,False,Other,31.0,Female,Computer science,True,approved,True,True,False,['Vegetarian'],True,{'$date': '2017-09-19T14:19:53.069Z'}
{'$oid': '59c129764253e4c70637052e'},University at Buffalo,M,True,False,Junior,20.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-19T14:28:06.167Z'}
{'$oid': '59c12b014253e4c706370536'},University at Buffalo,S,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-19T14:34:41.986Z'}
{'$oid': '59c12b164253e4c706370538'},University at Buffalo,L,True,False,Junior,19.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-19T14:35:02.417Z'}
{'$oid': '59c12bbf4253e4c70637053a'},University at Buffalo,M,True,True,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-19T14:37:51.803Z'}
{'$oid': '59c12f7b4253e4c70637053f'},abc school,L,True,True,High Schooler,17.0,male,science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-19T14:53:47.435Z'}
{'$oid': '59c132a14253e4c706370543'},University at Buffalo,S,True,True,Sophomore,20.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-19T15:07:13.943Z'}
{'$oid': '59c138034253e4c706370549'},Kent State University ,XXL,True,True,Junior,20.0,Male,Digital Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-19T15:30:11.014Z'}
{'$oid': '59c1390f4253e4c70637054d'},University at Buffalo,S,True,False,Sophomore,18.0,Female,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-19T15:34:39.481Z'}
{'$oid': '59c1544f6ef0279462fd2bea'},Wesleyan University,M,True,False,Senior,21.0,Female,Economics,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-19T17:30:55.622Z'}
{'$oid': '59c15a0e6ef0279462fd2bee'},Youngstown State University,M,True,False,Senior,25.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-19T17:55:26.858Z'}
{'$oid': '59c163f96ef0279462fd2bf2'},University of Toledo,M,True,True,Senior,22.0,Male,Computer science and engineering ,True,approved,False,False,False,[''],False,{'$date': '2017-09-19T18:37:45.053Z'}
{'$oid': '59c165396ef0279462fd2bf8'},University of toledo,XL,True,True,Junior,20.0,Male,IT,True,approved,True,True,False,['Other'],True,{'$date': '2017-09-19T18:43:05.290Z'}
{'$oid': '59c165556ef0279462fd2bfa'},Earlham College,S,True,False,Freshman,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-19T18:43:33.352Z'}
{'$oid': '59c173256ef0279462fd2bfe'},Case Western Reserve University,M,True,False,Senior,21.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-19T19:42:29.785Z'}
{'$oid': '59c17fdd6ef0279462fd2c06'},University at Buffalo,M,True,True,Freshman,17.0,Male,Computer Engineering,True,approved,True,True,False,[],False,{'$date': '2017-09-19T20:36:45.831Z'}
{'$oid': '59c185436ef0279462fd2c0a'},Centennial CVI,M,True,False,High Schooler,17.0,Female,N/A (high school),True,approved,False,False,False,[''],False,{'$date': '2017-09-19T20:59:47.658Z'}
{'$oid': '59c1870c6ef0279462fd2c0e'},Delhi Technological University,M,True,False,Senior,20.0,Male,Information Technology,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-19T21:07:24.863Z'}
{'$oid': '59c196156ef0279462fd2c12'},Kent State University,XXL,True,True,Senior,22.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-19T22:11:33.672Z'}
{'$oid': '59c19f416ef0279462fd2c16'},Kent State,M,True,True,Sophomore,19.0,Male,Computer Science,True,approved,False,True,False,[''],False,{'$date': '2017-09-19T22:50:41.447Z'}
{'$oid': '59c1a6566ef0279462fd2c24'},Kent State,XXL,True,True,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-19T23:20:54.321Z'}
{'$oid': '59c1a68c6ef0279462fd2c28'},kent,M,True,True,Freshman,19.0,male,computer science,True,approved,True,True,False,[],False,{'$date': '2017-09-19T23:21:48.774Z'}
{'$oid': '59c1a6fc6ef0279462fd2c2a'},Kent State,S,True,True,Freshman,20.0,Male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2017-09-19T23:23:40.373Z'}
{'$oid': '59c1b36a6ef0279462fd2c32'},Kent State University ,L,True,True,Senior,21.0,Male,Entrepreneurship,True,approved,False,False,False,[''],False,{'$date': '2017-09-20T00:16:42.981Z'}
{'$oid': '59c1b76e6ef0279462fd2c38'},University of Cincinnati,L,True,False,Graduate Student,21.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-20T00:33:50.891Z'}
{'$oid': '59c1c0c46ef0279462fd2c3c'},Kent State University,S,True,True,Freshman,18.0,Female,Computer Science,True,approved,True,True,False,['Other'],False,{'$date': '2017-09-20T01:13:40.163Z'}
{'$oid': '59c1c2aa6ef0279462fd2c40'},kent state university,M,True,True,Graduate Student,24.0,Male,Digital Sciences,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-20T01:21:46.888Z'}
{'$oid': '59c1c4496ef0279462fd2c44'},the University of Toledo,M,True,True,Freshman,17.0,Male,Maths,True,approved,False,False,False,[''],False,{'$date': '2017-09-20T01:28:41.804Z'}
{'$oid': '59c1cda36ef0279462fd2c48'},CWRU,M,True,False,Other,28.0,Male,Electrical Engineering,True,approved,False,False,False,[''],False,{'$date': '2017-09-20T02:08:35.488Z'}
{'$oid': '59c1d0316ef0279462fd2c4c'},Kent State University,M,True,True,Freshman,22.0,Test,Testing Shit,True,pending,False,False,False,[''],False,{'$date': '2017-09-20T02:19:29.377Z'}
{'$oid': '59c1dd976ef0279462fd2c56'},Kent State University,M,True,False,Junior,19.0,Male,Computer Science,True,pending,False,False,False,[''],False,{'$date': '2017-09-20T03:16:39.761Z'}
{'$oid': '59c1e18c6ef0279462fd2c5e'},Kent State University,M,True,False,Freshman,19.0,Male,t,True,pending,False,False,False,[''],False,{'$date': '2017-09-20T03:33:32.517Z'}
{'$oid': '59c1e1b56ef0279462fd2c62'},Delhi Technological University,L,True,False,Junior,18.0,Male,Information Technology,True,approved,False,False,False,[''],False,{'$date': '2017-09-20T03:34:13.841Z'}
{'$oid': '59c1e2df6ef0279462fd2c6a'},Kent State University,M,True,False,Junior,19.0,Male,t,True,pending,False,False,False,[''],False,{'$date': '2017-09-20T03:39:11.096Z'}
{'$oid': '59c1ea106ef0279462fd2c70'},Kent,XXL,True,False,High Schooler,19.0,Male,Computer Science,True,pending,False,False,False,[''],False,{'$date': '2017-09-20T04:09:52.616Z'}
{'$oid': '59c1ec8b6ef0279462fd2c74'},university of maryland,M,True,True,Freshman,17.0,Male,computer science,True,approved,False,False,False,[],False,{'$date': '2017-09-20T04:20:27.411Z'}
